database_name,dataset,model_class,rmsep,source
MILK,Milk_Fat_1224_KS,AOM-Ridge-best,0.0788152047749506,AOM_v0/Ridge/benchmark_runs/curated_v2
PHOSPHORUS,NP_spxyG,AOM-Ridge-best,0.0999438753777915,AOM_v0/Ridge/benchmark_runs/curated_v2
PHOSPHORUS,Pi_spxyG,AOM-Ridge-best,0.1695234912372954,AOM_v0/Ridge/benchmark_runs/curated_v2
QUARTZ,Quartz_spxy70,AOM-Ridge-best,3.358794849628444e-09,AOM_v0/Ridge/benchmark_runs/curated_v2
DarkResp,Rd25_CBtestSite,AOM-Ridge-best,0.2253153040824769,AOM_v0/Ridge/benchmark_runs/curated_v2
DarkResp,Rd25_GTtestSite,AOM-Ridge-best,0.1899984521212086,AOM_v0/Ridge/benchmark_runs/curated_v2
DarkResp,Rd25_XSBNtestSite,AOM-Ridge-best,0.2548878497431477,AOM_v0/Ridge/benchmark_runs/curated_v2
DarkResp,Rd25_spxy70,AOM-Ridge-best,0.1695686414130496,AOM_v0/Ridge/benchmark_runs/curated_v2
AMYLOSE,Rice_Amylose_313_YbasedSplit,AOM-Ridge-best,1.9363073759915652,AOM_v0/Ridge/benchmark_runs/curated_v2
IncombustibleMaterial,TIC_spxy70,AOM-Ridge-best,3.649992484426337,AOM_v0/Ridge/benchmark_runs/curated_v2
PHOSPHORUS,V25_spxyG,AOM-Ridge-best,0.2862165535330741,AOM_v0/Ridge/benchmark_runs/curated_v2
WOOD_density,WOOD_Density_402_Olale,AOM-Ridge-best,0.1270233566045069,AOM_v0/Ridge/benchmark_runs/curated_v2
WOOD_density,WOOD_N_402_Olale,AOM-Ridge-best,0.0484009753974356,AOM_v0/Ridge/benchmark_runs/curated_v2
GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,AOM-Ridge-best,1.4400159886335624,AOM_v0/Ridge/benchmark_runs/curated_v2
GRAPEVINES,grapevine_chloride_556_KS,AOM-Ridge-best,938.8161798346372,AOM_v0/Ridge/benchmark_runs/curated_v2
ALPINE,ALPINE_P_291_KS,nicon_v2 internal Ridge,0.0586343214550117,nicon_v2/stack_curated
AMYLOSE,Rice_Amylose_313_YbasedSplit,nicon_v2 internal Ridge,3.704626358954565,nicon_v2/stack_curated
BEER,Beer_OriginalExtract_60_KS,nicon_v2 internal Ridge,0.5043346218877496,nicon_v2/stack_curated
BEER,Beer_OriginalExtract_60_YbaseSplit,nicon_v2 internal Ridge,0.3945842071476687,nicon_v2/stack_curated
BISCUIT,Biscuit_Fat_40_RandomSplit,nicon_v2 internal Ridge,0.515553140099111,nicon_v2/stack_curated
BISCUIT,Biscuit_Sucrose_40_RandomSplit,nicon_v2 internal Ridge,0.8083239878104823,nicon_v2/stack_curated
CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,nicon_v2 internal Ridge,0.0441180071954163,nicon_v2/stack_curated
CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,nicon_v2 internal Ridge,0.1465214487957779,nicon_v2/stack_curated
DIESEL,DIESEL_bp50_246_b-a,nicon_v2 internal Ridge,3.4155561753456456,nicon_v2/stack_curated
DIESEL,DIESEL_bp50_246_hla-b,nicon_v2 internal Ridge,2.827594544605648,nicon_v2/stack_curated
DIESEL,DIESEL_bp50_246_hlb-a,nicon_v2 internal Ridge,3.45486345664562,nicon_v2/stack_curated
DarkResp,Rd25_CBtestSite,nicon_v2 internal Ridge,0.245357158069449,nicon_v2/stack_curated
DarkResp,Rd25_GTtestSite,nicon_v2 internal Ridge,0.2275536517956945,nicon_v2/stack_curated
DarkResp,Rd25_XSBNtestSite,nicon_v2 internal Ridge,0.2698932858140287,nicon_v2/stack_curated
DarkResp,Rd25_spxy70,nicon_v2 internal Ridge,0.1697489995713745,nicon_v2/stack_curated
FUSARIUM,Fv_Fm_grp70_30,nicon_v2 internal Ridge,0.0311988791319574,nicon_v2/stack_curated
GRAPEVINES,grapevine_chloride_556_KS,nicon_v2 internal Ridge,1121.6855758253796,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,nicon_v2 internal Ridge,4.055071286774493,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,nicon_v2 internal Ridge,3.520010309727299,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,nicon_v2 internal Ridge,3.968187609628875,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,nicon_v2 internal Ridge,4.613610392557052,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,nicon_v2 internal Ridge,1.4426645539066452,nicon_v2/stack_curated
IncombustibleMaterial,TIC_spxy70,nicon_v2 internal Ridge,4.0784321336732585,nicon_v2/stack_curated
MANURE21,All_manure_CaO_SPXY_strat_Manure_type,nicon_v2 internal Ridge,7.858117541476655,nicon_v2/stack_curated
MANURE21,All_manure_K2O_SPXY_strat_Manure_type,nicon_v2 internal Ridge,2.6178361136942723,nicon_v2/stack_curated
MANURE21,All_manure_MgO_SPXY_strat_Manure_type,nicon_v2 internal Ridge,0.7938370665782785,nicon_v2/stack_curated
MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,nicon_v2 internal Ridge,2.541650508032772,nicon_v2/stack_curated
MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,nicon_v2 internal Ridge,1.713562194109489,nicon_v2/stack_curated
MILK,Milk_Fat_1224_KS,nicon_v2 internal Ridge,0.1173682272871402,nicon_v2/stack_curated
PHOSPHORUS,LP_spxyG,nicon_v2 internal Ridge,0.173916969424821,nicon_v2/stack_curated
PHOSPHORUS,MP_spxyG,nicon_v2 internal Ridge,0.0211954277267353,nicon_v2/stack_curated
PHOSPHORUS,NP_spxyG,nicon_v2 internal Ridge,0.1083786873975503,nicon_v2/stack_curated
PHOSPHORUS,Pi_spxyG,nicon_v2 internal Ridge,0.1705701630538979,nicon_v2/stack_curated
PHOSPHORUS,V25_spxyG,nicon_v2 internal Ridge,0.3410150947027927,nicon_v2/stack_curated
PLUMS,Firmness_spxy70,nicon_v2 internal Ridge,0.3242410301857444,nicon_v2/stack_curated
QUARTZ,Quartz_spxy70,nicon_v2 internal Ridge,1.3276623410842678e-06,nicon_v2/stack_curated
TABLET,Escitalopramt_310_Zhao,nicon_v2 internal Ridge,0.3824168104109974,nicon_v2/stack_curated
WOOD_density,WOOD_Density_402_Olale,nicon_v2 internal Ridge,0.1263321348175602,nicon_v2/stack_curated
WOOD_density,WOOD_N_402_Olale,nicon_v2 internal Ridge,0.0484491488896467,nicon_v2/stack_curated
ALPINE,ALPINE_P_291_KS,nicon_v2 internal PLS,0.0617931284385512,nicon_v2/stack_curated
AMYLOSE,Rice_Amylose_313_YbasedSplit,nicon_v2 internal PLS,3.777264866022114,nicon_v2/stack_curated
BEER,Beer_OriginalExtract_60_KS,nicon_v2 internal PLS,0.5043380353348204,nicon_v2/stack_curated
BEER,Beer_OriginalExtract_60_YbaseSplit,nicon_v2 internal PLS,0.3946041097253537,nicon_v2/stack_curated
BISCUIT,Biscuit_Fat_40_RandomSplit,nicon_v2 internal PLS,0.8146630279512442,nicon_v2/stack_curated
BISCUIT,Biscuit_Sucrose_40_RandomSplit,nicon_v2 internal PLS,0.953331700608748,nicon_v2/stack_curated
CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,nicon_v2 internal PLS,0.0372446196406861,nicon_v2/stack_curated
CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,nicon_v2 internal PLS,0.1361283906991515,nicon_v2/stack_curated
DIESEL,DIESEL_bp50_246_b-a,nicon_v2 internal PLS,3.514009421581955,nicon_v2/stack_curated
DIESEL,DIESEL_bp50_246_hla-b,nicon_v2 internal PLS,3.036307845849231,nicon_v2/stack_curated
DIESEL,DIESEL_bp50_246_hlb-a,nicon_v2 internal PLS,3.546701618883428,nicon_v2/stack_curated
DarkResp,Rd25_CBtestSite,nicon_v2 internal PLS,0.239461003394096,nicon_v2/stack_curated
DarkResp,Rd25_GTtestSite,nicon_v2 internal PLS,0.265765350006257,nicon_v2/stack_curated
DarkResp,Rd25_XSBNtestSite,nicon_v2 internal PLS,0.288279539571673,nicon_v2/stack_curated
DarkResp,Rd25_spxy70,nicon_v2 internal PLS,0.17412145056277,nicon_v2/stack_curated
FUSARIUM,Fv_Fm_grp70_30,nicon_v2 internal PLS,0.0313198185882063,nicon_v2/stack_curated
GRAPEVINES,grapevine_chloride_556_KS,nicon_v2 internal PLS,1144.8527623709067,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,nicon_v2 internal PLS,4.585963522289974,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,nicon_v2 internal PLS,3.670956427459097,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,nicon_v2 internal PLS,3.468681335957822,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,nicon_v2 internal PLS,4.706793700102449,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,nicon_v2 internal PLS,1.509258529033683,nicon_v2/stack_curated
IncombustibleMaterial,TIC_spxy70,nicon_v2 internal PLS,3.9481808787900974,nicon_v2/stack_curated
MANURE21,All_manure_CaO_SPXY_strat_Manure_type,nicon_v2 internal PLS,8.94723945786932,nicon_v2/stack_curated
MANURE21,All_manure_K2O_SPXY_strat_Manure_type,nicon_v2 internal PLS,2.730354318169033,nicon_v2/stack_curated
MANURE21,All_manure_MgO_SPXY_strat_Manure_type,nicon_v2 internal PLS,0.8265656267643967,nicon_v2/stack_curated
MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,nicon_v2 internal PLS,2.6174293769170585,nicon_v2/stack_curated
MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,nicon_v2 internal PLS,1.7989955864482714,nicon_v2/stack_curated
MILK,Milk_Fat_1224_KS,nicon_v2 internal PLS,0.1259674974885449,nicon_v2/stack_curated
PHOSPHORUS,LP_spxyG,nicon_v2 internal PLS,0.2015436001247579,nicon_v2/stack_curated
PHOSPHORUS,MP_spxyG,nicon_v2 internal PLS,0.0212033895694147,nicon_v2/stack_curated
PHOSPHORUS,NP_spxyG,nicon_v2 internal PLS,0.1113798682988777,nicon_v2/stack_curated
PHOSPHORUS,Pi_spxyG,nicon_v2 internal PLS,0.177888453127573,nicon_v2/stack_curated
PHOSPHORUS,V25_spxyG,nicon_v2 internal PLS,0.3158432975679602,nicon_v2/stack_curated
QUARTZ,Quartz_spxy70,nicon_v2 internal PLS,2.28559295460361e-07,nicon_v2/stack_curated
TABLET,Escitalopramt_310_Zhao,nicon_v2 internal PLS,0.4031967428165416,nicon_v2/stack_curated
WOOD_density,WOOD_Density_402_Olale,nicon_v2 internal PLS,0.1278001273278285,nicon_v2/stack_curated
WOOD_density,WOOD_N_402_Olale,nicon_v2 internal PLS,0.050728133260612,nicon_v2/stack_curated
ALPINE,ALPINE_P_291_KS,nicon_v2 V1c-concat-bjerrum (CNN-only),0.101240254447746,nicon_v2/stack_curated
AMYLOSE,Rice_Amylose_313_YbasedSplit,nicon_v2 V1c-concat-bjerrum (CNN-only),5.265099120886008,nicon_v2/stack_curated
BEER,Beer_OriginalExtract_60_KS,nicon_v2 V1c-concat-bjerrum (CNN-only),0.8541968808345511,nicon_v2/stack_curated
BEER,Beer_OriginalExtract_60_YbaseSplit,nicon_v2 V1c-concat-bjerrum (CNN-only),1.7244566332703424,nicon_v2/stack_curated
BISCUIT,Biscuit_Fat_40_RandomSplit,nicon_v2 V1c-concat-bjerrum (CNN-only),1.617887712663774,nicon_v2/stack_curated
BISCUIT,Biscuit_Sucrose_40_RandomSplit,nicon_v2 V1c-concat-bjerrum (CNN-only),4.127249056826151,nicon_v2/stack_curated
CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,nicon_v2 V1c-concat-bjerrum (CNN-only),0.1584168717992907,nicon_v2/stack_curated
CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,nicon_v2 V1c-concat-bjerrum (CNN-only),0.8866390338774707,nicon_v2/stack_curated
DIESEL,DIESEL_bp50_246_b-a,nicon_v2 V1c-concat-bjerrum (CNN-only),10.422271766740744,nicon_v2/stack_curated
DIESEL,DIESEL_bp50_246_hla-b,nicon_v2 V1c-concat-bjerrum (CNN-only),9.51329745656079,nicon_v2/stack_curated
DIESEL,DIESEL_bp50_246_hlb-a,nicon_v2 V1c-concat-bjerrum (CNN-only),9.776281577610549,nicon_v2/stack_curated
DarkResp,Rd25_CBtestSite,nicon_v2 V1c-concat-bjerrum (CNN-only),0.3379612497089407,nicon_v2/stack_curated
DarkResp,Rd25_GTtestSite,nicon_v2 V1c-concat-bjerrum (CNN-only),0.430963053514115,nicon_v2/stack_curated
DarkResp,Rd25_XSBNtestSite,nicon_v2 V1c-concat-bjerrum (CNN-only),0.3231716137414185,nicon_v2/stack_curated
DarkResp,Rd25_spxy70,nicon_v2 V1c-concat-bjerrum (CNN-only),0.2221092054533165,nicon_v2/stack_curated
FUSARIUM,Fv_Fm_grp70_30,nicon_v2 V1c-concat-bjerrum (CNN-only),0.0374143663645172,nicon_v2/stack_curated
GRAPEVINES,grapevine_chloride_556_KS,nicon_v2 V1c-concat-bjerrum (CNN-only),1502.1446050670663,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,nicon_v2 V1c-concat-bjerrum (CNN-only),4.013450731360477,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,nicon_v2 V1c-concat-bjerrum (CNN-only),4.049809500669987,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,nicon_v2 V1c-concat-bjerrum (CNN-only),4.126312295871685,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,nicon_v2 V1c-concat-bjerrum (CNN-only),4.380395911778077,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,nicon_v2 V1c-concat-bjerrum (CNN-only),1.6781025434991554,nicon_v2/stack_curated
IncombustibleMaterial,TIC_spxy70,nicon_v2 V1c-concat-bjerrum (CNN-only),5.060635529347575,nicon_v2/stack_curated
MANURE21,All_manure_CaO_SPXY_strat_Manure_type,nicon_v2 V1c-concat-bjerrum (CNN-only),12.289070605289764,nicon_v2/stack_curated
MANURE21,All_manure_K2O_SPXY_strat_Manure_type,nicon_v2 V1c-concat-bjerrum (CNN-only),4.092569644014676,nicon_v2/stack_curated
MANURE21,All_manure_MgO_SPXY_strat_Manure_type,nicon_v2 V1c-concat-bjerrum (CNN-only),1.8008207248208363,nicon_v2/stack_curated
MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,nicon_v2 V1c-concat-bjerrum (CNN-only),5.936989667839514,nicon_v2/stack_curated
MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,nicon_v2 V1c-concat-bjerrum (CNN-only),3.651360892664242,nicon_v2/stack_curated
MILK,Milk_Fat_1224_KS,nicon_v2 V1c-concat-bjerrum (CNN-only),0.4017249758716735,nicon_v2/stack_curated
PHOSPHORUS,LP_spxyG,nicon_v2 V1c-concat-bjerrum (CNN-only),0.1978478009822163,nicon_v2/stack_curated
PHOSPHORUS,MP_spxyG,nicon_v2 V1c-concat-bjerrum (CNN-only),0.0217646217932401,nicon_v2/stack_curated
PHOSPHORUS,NP_spxyG,nicon_v2 V1c-concat-bjerrum (CNN-only),0.1526320845647965,nicon_v2/stack_curated
PHOSPHORUS,Pi_spxyG,nicon_v2 V1c-concat-bjerrum (CNN-only),0.1765997857143096,nicon_v2/stack_curated
PHOSPHORUS,V25_spxyG,nicon_v2 V1c-concat-bjerrum (CNN-only),0.2814841751077923,nicon_v2/stack_curated
PLUMS,Firmness_spxy70,nicon_v2 V1c-concat-bjerrum (CNN-only),0.2698793643791281,nicon_v2/stack_curated
QUARTZ,Quartz_spxy70,nicon_v2 V1c-concat-bjerrum (CNN-only),0.0341932671849135,nicon_v2/stack_curated
TABLET,Escitalopramt_310_Zhao,nicon_v2 V1c-concat-bjerrum (CNN-only),1.332433061361562,nicon_v2/stack_curated
WOOD_density,WOOD_Density_402_Olale,nicon_v2 V1c-concat-bjerrum (CNN-only),0.1653021517495661,nicon_v2/stack_curated
WOOD_density,WOOD_N_402_Olale,nicon_v2 V1c-concat-bjerrum (CNN-only),0.0656845898240112,nicon_v2/stack_curated
ALPINE,ALPINE_P_291_KS,nicon_v2 Stack-Ridge-PLS-V1c,0.0588576733649361,nicon_v2/stack_curated
AMYLOSE,Rice_Amylose_313_YbasedSplit,nicon_v2 Stack-Ridge-PLS-V1c,3.802971882087732,nicon_v2/stack_curated
BEER,Beer_OriginalExtract_60_KS,nicon_v2 Stack-Ridge-PLS-V1c,0.4758236741073197,nicon_v2/stack_curated
BEER,Beer_OriginalExtract_60_YbaseSplit,nicon_v2 Stack-Ridge-PLS-V1c,0.3155366359643453,nicon_v2/stack_curated
BISCUIT,Biscuit_Fat_40_RandomSplit,nicon_v2 Stack-Ridge-PLS-V1c,0.5988640815258253,nicon_v2/stack_curated
BISCUIT,Biscuit_Sucrose_40_RandomSplit,nicon_v2 Stack-Ridge-PLS-V1c,1.63936944327854,nicon_v2/stack_curated
CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,nicon_v2 Stack-Ridge-PLS-V1c,0.0346119083855136,nicon_v2/stack_curated
CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,nicon_v2 Stack-Ridge-PLS-V1c,0.1373120236572904,nicon_v2/stack_curated
DIESEL,DIESEL_bp50_246_b-a,nicon_v2 Stack-Ridge-PLS-V1c,3.5986972873329104,nicon_v2/stack_curated
DIESEL,DIESEL_bp50_246_hla-b,nicon_v2 Stack-Ridge-PLS-V1c,3.033792289870549,nicon_v2/stack_curated
DIESEL,DIESEL_bp50_246_hlb-a,nicon_v2 Stack-Ridge-PLS-V1c,3.4693766130379267,nicon_v2/stack_curated
DarkResp,Rd25_CBtestSite,nicon_v2 Stack-Ridge-PLS-V1c,0.2450500685307491,nicon_v2/stack_curated
DarkResp,Rd25_GTtestSite,nicon_v2 Stack-Ridge-PLS-V1c,0.2420071378552287,nicon_v2/stack_curated
DarkResp,Rd25_XSBNtestSite,nicon_v2 Stack-Ridge-PLS-V1c,0.2688736194190343,nicon_v2/stack_curated
DarkResp,Rd25_spxy70,nicon_v2 Stack-Ridge-PLS-V1c,0.1778587064884377,nicon_v2/stack_curated
FUSARIUM,Fv_Fm_grp70_30,nicon_v2 Stack-Ridge-PLS-V1c,0.0310820186439571,nicon_v2/stack_curated
GRAPEVINES,grapevine_chloride_556_KS,nicon_v2 Stack-Ridge-PLS-V1c,1127.1027330744564,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,nicon_v2 Stack-Ridge-PLS-V1c,3.617148958220049,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,nicon_v2 Stack-Ridge-PLS-V1c,3.974696911135085,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,nicon_v2 Stack-Ridge-PLS-V1c,3.6856884617923,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,nicon_v2 Stack-Ridge-PLS-V1c,4.485007226690872,nicon_v2/stack_curated
GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,nicon_v2 Stack-Ridge-PLS-V1c,1.502627076617398,nicon_v2/stack_curated
IncombustibleMaterial,TIC_spxy70,nicon_v2 Stack-Ridge-PLS-V1c,4.326616665452012,nicon_v2/stack_curated
MANURE21,All_manure_CaO_SPXY_strat_Manure_type,nicon_v2 Stack-Ridge-PLS-V1c,7.837948840900037,nicon_v2/stack_curated
MANURE21,All_manure_K2O_SPXY_strat_Manure_type,nicon_v2 Stack-Ridge-PLS-V1c,2.64328825522342,nicon_v2/stack_curated
MANURE21,All_manure_MgO_SPXY_strat_Manure_type,nicon_v2 Stack-Ridge-PLS-V1c,0.7991144227286909,nicon_v2/stack_curated
MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,nicon_v2 Stack-Ridge-PLS-V1c,2.551125360548417,nicon_v2/stack_curated
MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,nicon_v2 Stack-Ridge-PLS-V1c,1.717004422091542,nicon_v2/stack_curated
MILK,Milk_Fat_1224_KS,nicon_v2 Stack-Ridge-PLS-V1c,0.115918605175969,nicon_v2/stack_curated
PHOSPHORUS,LP_spxyG,nicon_v2 Stack-Ridge-PLS-V1c,0.1808302592830508,nicon_v2/stack_curated
PHOSPHORUS,MP_spxyG,nicon_v2 Stack-Ridge-PLS-V1c,0.0203481603514868,nicon_v2/stack_curated
PHOSPHORUS,NP_spxyG,nicon_v2 Stack-Ridge-PLS-V1c,0.1034282773691976,nicon_v2/stack_curated
PHOSPHORUS,Pi_spxyG,nicon_v2 Stack-Ridge-PLS-V1c,0.1670836491445278,nicon_v2/stack_curated
PHOSPHORUS,V25_spxyG,nicon_v2 Stack-Ridge-PLS-V1c,0.3282036942058026,nicon_v2/stack_curated
QUARTZ,Quartz_spxy70,nicon_v2 Stack-Ridge-PLS-V1c,7.869224235692511e-05,nicon_v2/stack_curated
TABLET,Escitalopramt_310_Zhao,nicon_v2 Stack-Ridge-PLS-V1c,0.395497770703811,nicon_v2/stack_curated
WOOD_density,WOOD_Density_402_Olale,nicon_v2 Stack-Ridge-PLS-V1c,0.1299455324579099,nicon_v2/stack_curated
WOOD_density,WOOD_N_402_Olale,nicon_v2 Stack-Ridge-PLS-V1c,0.049470309448432,nicon_v2/stack_curated
